#	团簇类型	type																							
#	V---	1		VW--	5		‘-W-He	9		V-BeHe	13														
#	-W--	2		V-Be-	6		’--BeHe	10		‘-WBeHe	14														
#	--Be-	3		V--He	7		VWBe-	11		VWBeHe	15														
#	’---He	4		-WBe-	8		VW-He	12																	
#	radius																								
#	site		site存在property数组中		0~bcc	1~tis	2~ois																		
#	type		设置为-1可交给程序自动刷新																						
#	radius		// radius小于等于0的团簇均会改成程序默认参数						radius 太难算，我选择集成在程序内部																
#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
#\t	#type	size	size	size	size	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
#	type	V	W	Be	He	F_mig	E_mig	F1	E_bind1	E_mig1	F2	E_bind2	E_mig2	F3	E_bind3	E_mig3	F4	E_bind4	E_mig4	radius	site	F_rot	E_rot	Ftm	Etm
###	###	###	###	###	V---	###	###	###	###	###															
	1	1	0	0	0	1.49E+13	1.68	6.00E+12	10	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	2	0	0	0	6.00E+09	1.44	6.00E+12	-0.410826822	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	3	0	0	0	6.00E+06	0.83	6.00E+12	-0.063582912	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	4	0	0	0	6.00E+03	1.53	6.00E+12	0.837037746	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	5	0	0	0	6.00E+12	10	6.00E+12	0.835654305	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	6	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	7	0	0	0	6.00E+12	10	6.00E+12	0.837037746	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	8	0	0	0	6.00E+12	10	6.00E+12	1.390414495	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	9	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	10	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	11	0	0	0	6.00E+12	10	6.00E+12	1.737658405	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	12	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	13	0	0	0	6.00E+12	10	6.00E+12	1.736274963	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	14	0	0	0	6.00E+12	10	6.00E+12	2.429379341	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	15	0	0	0	6.00E+12	10	6.00E+12	2.636895622	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	16	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	17	0	0	0	6.00E+12	10	6.00E+12	1.184281656	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	18	0	0	0	6.00E+12	10	6.00E+12	1.736274963	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	19	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	20	0	0	0	6.00E+12	10	6.00E+12	2.083518873	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	21	0	0	0	6.00E+12	10	6.00E+12	2.083518873	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	22	0	0	0	6.00E+12	10	6.00E+12	2.636895622	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	23	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	24	0	0	0	6.00E+12	10	6.00E+12	2.429379341	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	25	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	26	0	0	0	6.00E+12	10	6.00E+12	1.737658405	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	27	0	0	0	6.00E+12	10	6.00E+12	2.429379341	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	28	0	0	0	6.00E+12	10	6.00E+12	2.636895622	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	29	0	0	0	6.00E+12	10	6.00E+12	1.182898214	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
	1	30	0	0	0	6.00E+12	10	6.00E+12	2.083518873	1.66	6.00E+12	10	10	6.00E+12	10	10	6.00E+12	10	10	-1	0	6.00E+12	10	6.00E+12	10
